,HOUSEID,HHFAMINC,WALK,TAXI,BUS,TRAIN,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,WRKCOUNT,LIF_CYC,URBAN,URBANSIZE,DRVRCNTPROP,HIGH_EDUC,HOMEOWN,WRKCOUNT_ratio,HHSIZE_cleaned,FT_ratio,AVG_WORK_DIST,one_job,flexible_work,HIGH_EDUC,URBANSIZE,URBAN,LIF_CYC,HHRELATD,PTRANS,BIKE2SAVE,WALK2SAVE,TRAIN,BUS,TAXI,WALK,HOMEOWN_HOME_OWN,HOMEOWN_HOME_RENT,WRKCOUNT_ratio_0,WRKCOUNT_ratio_1,WRKCOUNT_ratio_<0.5,WRKCOUNT_ratio_>0.5,HHSIZE_cleaned_1,HHSIZE_cleaned_2,HHSIZE_cleaned_>2,FT_ratio_0,FT_ratio_0.5,FT_ratio_1,FT_ratio_<0.5,FT_ratio_>0.5,FT_ratio_non-work,AVG_WORK_DIST_10 - 15 miles,AVG_WORK_DIST_5-10 miles,AVG_WORK_DIST_<=5 miles,AVG_WORK_DIST_>15 miles,AVG_WORK_DIST_Not Sure,one_job_0,one_job_0.5,one_job_1,one_job_<0.5,one_job_>0.5,one_job_non-work,flexible_work_0,flexible_work_0.5,flexible_work_1,flexible_work_<0.5,flexible_work_non-work
6269,30383589,6.0,,-9,-9,4,,,,1,0.0,10,1,2,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,2,1,10,1,,,,4,-9,-9,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6270,30383601,5.0,5.0,5,5,5,5.0,5.0,5.0,1,0.0,10,4,6,1.0,3.0,HOME_OWN,0,>2,non-work,Not Sure,non-work,non-work,3.0,6,4,10,1,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6271,30383654,2.0,1.0,4,1,3,1.0,5.0,2.0,2,1.0,1,1,5,0.0,5.0,HOME_RENT,1,1,0,10 - 15 miles,1,1,5.0,5,1,1,2,2.0,5.0,1.0,3,1,4,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6272,30383675,11.0,1.0,4,4,4,5.0,5.0,5.0,1,1.0,2,1,1,1.0,5.0,HOME_RENT,1,2,1,<=5 miles,1,0,5.0,1,1,2,1,5.0,5.0,5.0,4,4,4,1.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6273,30383692,10.0,2.0,4,5,5,3.0,3.0,3.0,2,1.0,1,2,6,1.0,5.0,HOME_OWN,1,1,1,>15 miles,1,1,5.0,6,2,1,2,3.0,3.0,3.0,5,5,4,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6274,30383700,8.0,5.0,5,4,4,5.0,5.0,5.0,1,0.5,10,1,2,1.0,4.0,HOME_OWN,>0.5,2,0.5,5-10 miles,0.5,0.5,4.0,2,1,10,1,5.0,5.0,5.0,4,4,5,5.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6275,30383704,3.0,5.0,5,5,5,5.0,5.0,5.0,1,0.0,10,1,1,1.0,2.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,2.0,1,1,10,1,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6276,30383720,5.0,2.0,4,5,4,3.0,4.0,3.0,2,1.0,1,1,3,1.0,5.0,HOME_RENT,1,1,1,>15 miles,1,1,5.0,3,1,1,2,3.0,4.0,3.0,4,5,4,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6277,30383773,6.0,1.0,5,4,4,4.0,5.0,5.0,1,0.0,10,1,5,1.0,2.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,2.0,5,1,10,1,5.0,5.0,4.0,4,4,5,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6278,30383914,8.0,1.0,5,4,5,3.0,4.0,3.0,1,1.0,2,4,6,1.0,3.0,HOME_OWN,1,2,0.5,10 - 15 miles,0.5,0,3.0,6,4,2,1,3.0,4.0,3.0,5,4,5,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6279,30384020,1.0,1.0,-9,1,-9,2.0,,2.0,2,0.0,1,1,3,0.0,1.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,1.0,3,1,1,2,2.0,,2.0,-9,1,-9,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6280,30384062,6.0,,-9,-9,-9,3.0,3.0,3.0,1,1.0,2,4,6,1.0,2.0,HOME_OWN,1,2,1,5-10 miles,1,0.5,2.0,6,4,2,1,3.0,3.0,3.0,-9,-9,-9,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6281,30384074,1.0,5.0,5,5,5,4.0,4.0,4.0,2,0.0,1,4,6,1.0,1.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,1.0,6,4,1,2,4.0,4.0,4.0,5,5,5,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6282,30384217,4.0,5.0,5,5,5,5.0,5.0,5.0,1,0.5,10,1,1,1.0,3.0,HOME_OWN,>0.5,2,0.5,5-10 miles,0.5,0.5,3.0,1,1,10,1,5.0,5.0,5.0,5,5,5,5.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6283,30384241,4.0,2.0,5,5,5,2.0,5.0,5.0,2,0.0,9,1,2,1.0,2.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,2.0,2,1,9,2,5.0,5.0,2.0,5,5,5,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6284,30384284,1.0,,-9,-9,-9,3.0,3.0,3.0,2,0.0,1,1,3,1.0,2.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,2.0,3,1,1,2,3.0,3.0,3.0,-9,-9,-9,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6285,30384314,8.0,3.0,5,5,5,3.0,3.0,5.0,1,0.6666666666666666,8,1,1,1.0,5.0,HOME_OWN,>0.5,>2,>0.5,5-10 miles,>0.5,<0.5,5.0,1,1,8,1,5.0,3.0,3.0,5,5,5,3.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6286,30384382,5.0,2.0,5,5,5,3.0,3.0,5.0,2,0.0,9,4,6,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,6,4,9,2,5.0,3.0,3.0,5,5,5,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6287,30384386,11.0,2.0,4,4,4,4.0,4.0,4.0,1,1.0,2,1,2,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0.5,5.0,2,1,2,1,4.0,4.0,4.0,4,4,4,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6288,30384429,5.0,2.0,5,5,5,2.0,4.0,4.0,1,0.0,4,2,6,0.6666666666666666,3.0,HOME_OWN,0,>2,non-work,Not Sure,non-work,non-work,3.0,6,2,4,1,4.0,4.0,2.0,5,5,5,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6289,30384445,5.0,4.0,5,5,4,3.0,3.0,5.0,2,1.0,1,1,3,1.0,3.0,HOME_RENT,1,1,1,<=5 miles,1,1,3.0,3,1,1,2,5.0,3.0,3.0,4,5,5,4.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6290,30384474,3.0,1.0,5,5,5,2.0,5.0,5.0,1,0.5,2,1,1,0.0,2.0,HOME_RENT,>0.5,2,0,<=5 miles,0.5,0.5,2.0,1,1,2,1,5.0,5.0,2.0,5,5,5,1.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6291,30384552,4.0,4.0,4,5,4,5.0,5.0,4.0,2,0.0,9,1,2,1.0,3.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,3.0,2,1,9,2,4.0,5.0,5.0,4,5,4,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6292,30384557,9.0,1.0,2,1,2,2.0,3.0,1.0,2,1.0,1,1,5,0.0,5.0,HOME_RENT,1,1,1,<=5 miles,1,0,5.0,5,1,1,2,1.0,3.0,2.0,2,1,2,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6293,30384569,10.0,5.0,4,5,4,4.0,4.0,4.0,1,0.0,10,4,6,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,6,4,10,1,4.0,4.0,4.0,4,5,4,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6294,30384689,7.0,2.0,5,5,5,4.0,4.0,3.0,1,0.6666666666666666,4,4,6,0.6666666666666666,5.0,HOME_OWN,>0.5,>2,<0.5,>15 miles,<0.5,<0.5,5.0,6,4,4,1,3.0,4.0,4.0,5,5,5,2.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6295,30384830,3.0,1.0,5,5,5,3.0,2.0,3.0,2,0.0,9,1,3,1.0,4.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,4.0,3,1,9,2,3.0,2.0,3.0,5,5,5,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6296,30384835,7.0,3.0,4,4,5,4.0,4.0,3.0,1,1.0,2,1,3,1.0,5.0,HOME_OWN,1,2,1,5-10 miles,1,0.5,5.0,3,1,2,1,3.0,4.0,4.0,5,4,4,3.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6297,30385052,8.0,5.0,5,5,5,5.0,5.0,5.0,1,0.5,10,1,5,1.0,2.0,HOME_OWN,>0.5,2,0.5,>15 miles,0.5,0,2.0,5,1,10,1,5.0,5.0,5.0,5,5,5,5.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6298,30385061,6.0,1.0,5,5,5,2.0,4.0,4.0,1,0.5,10,4,6,1.0,3.0,HOME_OWN,>0.5,2,0.5,10 - 15 miles,0.5,0.5,3.0,6,4,10,1,4.0,4.0,2.0,5,5,5,1.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
6299,30385192,10.0,5.0,4,5,4,3.0,3.0,3.0,1,0.5,8,4,6,0.75,5.0,HOME_OWN,>0.5,>2,<0.5,>15 miles,<0.5,<0.5,5.0,6,4,8,1,3.0,3.0,3.0,4,5,4,5.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6300,30385203,4.0,1.0,5,5,5,2.0,3.0,3.0,1,0.0,10,1,3,1.0,5.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,5.0,3,1,10,1,3.0,3.0,2.0,5,5,5,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6301,30385215,4.0,2.0,5,5,5,5.0,5.0,5.0,1,1.0,2,1,3,0.5,2.0,HOME_OWN,1,2,1,<=5 miles,1,0.5,2.0,3,1,2,1,5.0,5.0,5.0,5,5,5,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6302,30385223,7.0,2.0,4,4,4,2.0,3.0,3.0,1,1.0,2,1,1,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0.5,5.0,1,1,2,1,3.0,3.0,2.0,4,4,4,2.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6303,30385288,6.0,5.0,5,5,5,3.0,3.0,3.0,1,1.0,2,1,1,1.0,3.0,HOME_OWN,1,2,1,5-10 miles,1,0.5,3.0,1,1,2,1,3.0,3.0,3.0,5,5,5,5.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6304,30385324,11.0,4.0,4,5,4,4.0,5.0,4.0,1,0.2,6,1,5,0.4,5.0,HOME_OWN,<0.5,>2,non-work,Not Sure,non-work,non-work,5.0,5,1,6,1,4.0,5.0,4.0,4,5,4,4.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6305,30385326,6.0,1.0,4,5,4,4.0,5.0,3.0,1,0.5,10,4,6,1.0,4.0,HOME_OWN,>0.5,2,non-work,Not Sure,non-work,non-work,4.0,6,4,10,1,3.0,5.0,4.0,4,5,4,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6306,30385348,5.0,4.0,5,5,5,3.0,3.0,3.0,1,0.6666666666666666,8,2,6,1.0,3.0,HOME_OWN,>0.5,>2,>0.5,<=5 miles,>0.5,<0.5,3.0,6,2,8,1,3.0,3.0,3.0,5,5,5,4.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6307,30385398,6.0,1.0,5,5,5,2.0,5.0,5.0,2,0.0,9,1,1,1.0,3.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,3.0,1,1,9,2,5.0,5.0,2.0,5,5,5,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6308,30385400,5.0,2.0,5,5,5,3.0,3.0,5.0,1,0.5,10,1,3,0.5,3.0,HOME_RENT,>0.5,2,non-work,Not Sure,non-work,non-work,3.0,3,1,10,1,5.0,3.0,3.0,5,5,5,2.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6309,30385414,4.0,2.0,4,5,5,2.0,5.0,5.0,2,1.0,1,4,6,1.0,5.0,HOME_OWN,1,1,0,10 - 15 miles,1,1,5.0,6,4,1,2,5.0,5.0,2.0,5,5,4,2.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6310,30385470,10.0,4.0,4,5,3,4.0,4.0,2.0,1,1.0,2,1,2,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0,5.0,2,1,2,1,2.0,4.0,4.0,3,5,4,4.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6311,30385500,11.0,1.0,4,5,4,4.0,5.0,4.0,1,1.0,2,1,5,1.0,5.0,HOME_OWN,1,2,1,>15 miles,1,0.5,5.0,5,1,2,1,4.0,5.0,4.0,4,5,4,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6312,30385554,6.0,1.0,5,1,5,2.0,5.0,2.0,1,0.5,2,1,1,1.0,5.0,HOME_RENT,>0.5,2,0,<=5 miles,0.5,0,5.0,1,1,2,1,2.0,5.0,2.0,5,1,5,1.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6313,30385573,3.0,2.0,3,4,5,2.0,3.0,3.0,1,1.0,2,2,6,0.5,3.0,HOME_RENT,1,2,0,<=5 miles,1,0.5,3.0,6,2,2,1,3.0,3.0,2.0,5,4,3,2.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6314,30385577,5.0,3.0,5,5,5,2.0,3.0,3.0,1,1.0,2,1,1,1.0,3.0,HOME_RENT,1,2,0.5,<=5 miles,1,0.5,3.0,1,1,2,1,3.0,3.0,2.0,5,5,5,3.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6315,30385602,8.0,1.0,5,3,3,1.0,1.0,1.0,2,0.0,9,1,5,1.0,5.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,5.0,5,1,9,2,1.0,1.0,1.0,3,3,5,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6316,30385708,11.0,5.0,5,5,5,5.0,5.0,5.0,1,1.0,2,1,5,1.0,4.0,HOME_OWN,1,2,1,>15 miles,1,0.5,4.0,5,1,2,1,5.0,5.0,5.0,5,5,5,5.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6317,30385743,2.0,1.0,-9,-9,-9,3.0,3.0,3.0,2,0.0,9,2,6,0.0,2.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,2.0,6,2,9,2,3.0,3.0,3.0,-9,-9,-9,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6318,30385765,8.0,4.0,5,5,5,4.0,4.0,4.0,1,0.5,10,4,6,0.75,5.0,HOME_OWN,>0.5,>2,0.5,10 - 15 miles,0.5,<0.5,5.0,6,4,10,1,4.0,4.0,4.0,5,5,5,4.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6319,30385916,8.0,4.0,5,5,5,5.0,5.0,5.0,1,0.5,6,1,3,0.6666666666666666,4.0,HOME_OWN,>0.5,>2,0.5,>15 miles,0.5,<0.5,4.0,3,1,6,1,5.0,5.0,5.0,5,5,5,4.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
6320,30385951,6.0,5.0,5,5,5,5.0,5.0,5.0,1,0.0,10,4,6,1.0,3.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,3.0,6,4,10,1,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6321,30385969,8.0,1.0,5,5,5,4.0,4.0,4.0,2,0.0,9,4,6,1.0,5.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,5.0,6,4,9,2,4.0,4.0,4.0,5,5,5,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6322,30385991,6.0,3.0,5,5,5,2.0,3.0,3.0,1,0.6666666666666666,4,1,2,0.6666666666666666,4.0,HOME_RENT,>0.5,>2,<0.5,10 - 15 miles,<0.5,<0.5,4.0,2,1,4,1,3.0,3.0,2.0,5,5,5,3.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6323,30386077,4.0,3.0,-9,-9,-9,3.0,3.0,3.0,1,0.5,5,4,6,0.5,3.0,HOME_OWN,>0.5,2,0.5,10 - 15 miles,0.5,0,3.0,6,4,5,1,3.0,3.0,3.0,-9,-9,-9,3.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6324,30386084,,2.0,5,5,4,4.0,4.0,4.0,1,0.0,10,1,5,1.0,3.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,3.0,5,1,10,1,4.0,4.0,4.0,4,5,5,2.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6325,30386100,8.0,5.0,5,5,5,3.0,3.0,3.0,1,0.8,8,4,6,1.0,4.0,HOME_OWN,>0.5,>2,<0.5,10 - 15 miles,0,<0.5,4.0,6,4,8,1,3.0,3.0,3.0,5,5,5,5.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6326,30386133,8.0,5.0,5,5,4,5.0,5.0,4.0,2,0.0,1,1,5,1.0,2.0,HOME_RENT,0,1,non-work,Not Sure,non-work,non-work,2.0,5,1,1,2,4.0,5.0,5.0,4,5,5,5.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6327,30386203,8.0,5.0,3,5,4,4.0,4.0,4.0,2,0.0,9,4,6,1.0,5.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,5.0,6,4,9,2,4.0,4.0,4.0,4,5,3,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6328,30386287,8.0,4.0,5,5,4,5.0,5.0,5.0,1,0.0,10,1,1,0.5,3.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,3.0,1,1,10,1,5.0,5.0,5.0,4,5,5,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6329,30386339,6.0,,-9,-9,-9,,,,1,0.5,10,1,2,1.0,4.0,HOME_OWN,>0.5,>2,<0.5,5-10 miles,0.5,<0.5,4.0,2,1,10,1,,,,-9,-9,-9,,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6330,30386372,6.0,1.0,4,5,5,2.0,2.0,5.0,1,0.5,4,1,3,0.5,5.0,HOME_OWN,>0.5,>2,0.5,<=5 miles,0,<0.5,5.0,3,1,4,1,5.0,2.0,2.0,5,5,4,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6331,30386414,6.0,3.0,5,5,5,3.0,3.0,3.0,2,1.0,1,1,2,1.0,5.0,HOME_OWN,1,1,1,<=5 miles,1,1,5.0,2,1,1,2,3.0,3.0,3.0,5,5,5,3.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6332,30386421,7.0,2.0,4,4,3,3.0,3.0,2.0,1,0.5,6,1,5,0.5,4.0,HOME_OWN,>0.5,>2,0.5,5-10 miles,0.5,<0.5,4.0,5,1,6,1,2.0,3.0,3.0,3,4,4,2.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6333,30386696,3.0,1.0,5,5,5,1.0,3.0,4.0,1,0.0,10,1,1,1.0,3.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,3.0,1,1,10,1,4.0,3.0,1.0,5,5,5,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6334,30386732,7.0,1.0,5,5,5,2.0,5.0,5.0,2,0.0,9,1,3,1.0,5.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,5.0,3,1,9,2,5.0,5.0,2.0,5,5,5,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6335,30386767,8.0,5.0,4,5,4,4.0,4.0,4.0,1,1.0,2,4,6,1.0,5.0,HOME_OWN,1,2,1,10 - 15 miles,1,0,5.0,6,4,2,1,4.0,4.0,4.0,4,5,4,5.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6336,30386825,4.0,5.0,5,5,5,5.0,5.0,5.0,1,1.0,2,4,6,1.0,3.0,HOME_OWN,1,2,0.5,5-10 miles,1,0.5,3.0,6,4,2,1,5.0,5.0,5.0,5,5,5,5.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6337,30386906,1.0,5.0,5,5,5,5.0,5.0,5.0,2,0.0,9,4,6,0.0,1.0,HOME_OWN,0,1,non-work,Not Sure,non-work,non-work,1.0,6,4,9,2,5.0,5.0,5.0,5,5,5,5.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6338,30387010,5.0,3.0,4,5,5,4.0,4.0,2.0,1,0.5,3,1,3,0.5,5.0,HOME_RENT,>0.5,2,0.5,10 - 15 miles,0,0.5,5.0,3,1,3,1,2.0,4.0,4.0,5,5,4,3.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6339,30387020,11.0,3.0,4,5,5,4.0,4.0,3.0,2,1.0,1,1,1,1.0,5.0,HOME_OWN,1,1,1,>15 miles,1,0,5.0,1,1,1,2,3.0,4.0,4.0,5,5,4,3.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6340,30387063,6.0,4.0,5,5,5,3.0,2.0,5.0,1,0.0,10,2,6,1.0,3.0,HOME_OWN,0,2,non-work,Not Sure,non-work,non-work,3.0,6,2,10,1,5.0,2.0,3.0,5,5,5,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6341,30387109,6.0,5.0,5,5,5,5.0,5.0,5.0,1,1.0,2,4,6,1.0,2.0,HOME_OWN,1,2,0,>15 miles,1,0.5,2.0,6,4,2,1,5.0,5.0,5.0,5,5,5,5.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6342,30387123,6.0,,-9,-9,-9,4.0,4.0,4.0,1,1.0,2,4,6,1.0,3.0,HOME_OWN,1,2,1,<=5 miles,1,0.5,3.0,6,4,2,1,4.0,4.0,4.0,-9,-9,-9,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
