,HOUSEID,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,AVG_AGE_binned,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
2088,30134492,HOME_RENT,5,2,Never,5,4,4,2,2,4,4,2,2,2,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,72,>60,4,0,>15 miles,Oct-20,4,2,<=2,0,0
2089,30134507,HOME_OWN,6,3,Never,5,5,4,3,3,4,,,1,4,1,0,1,2,1,1,2,21,Daily,1,1,1,0,2,1,48,40 - 50,3,1,10 - 15 miles,20 - 30,3,2,<=2,1,0.5
2090,30134536,HOME_OWN,1,1,,-9,-9,-9,1,1,,,,1,8,1,0,0,10,2,4,6,23,Daily,1,0,1,0,2,1,64.5,>60,3,non-work,Not Sure,non-work,2,4,3-Apr,non-work,non-work
2091,30134559,HOME_OWN,11,5,Never,5,5,1,4,2,3,3,5,1,0,0.8,0,0,6,1,1,5,21,Daily,0.8,0,>0.5,0,>2,1,34,30 - 40,4,non-work,Not Sure,non-work,1,0,<=2,non-work,non-work
2092,30134599,HOME_OWN,5,1,Rarely,5,5,5,2,2,1,1,1,2,5,1,0,1,1,2,1,3,23,Daily,1,1,1,0,1,1,64,>60,3,1,10 - 15 miles,Oct-20,1,5,4-May,1,1
2093,30134686,HOME_OWN,4,3,,5,5,4,2,3,3,4,4,2,9,1,0,1,1,2,4,6,24,Daily,1,1,1,0,1,1,79,>60,4,0,10 - 15 miles,Oct-20,1,9,>5,1,0
2094,30134775,HOME_OWN,9,4,Never,5,5,5,4,4,4,4,4,1,8,1,0,0.5,2,2,4,6,23,Daily,1,>0.5,1,0,2,1,62,>60,5,0,5-10 miles,Oct-20,2,4,3-Apr,0.5,0
2095,30134791,HOME_OWN,6,5,Never,5,5,5,5,3,5,5,5,1,11,1,0,0,10,2,4,6,23,Daily,1,0,1,0,2,1,69.5,>60,4,non-work,Not Sure,non-work,3,5.5,>5,non-work,non-work
2096,30134840,HOME_OWN,3,3,Rarely,5,5,5,2,3,5,5,5,2,7,1,0,1,1,2,1,3,22,Daily,1,1,1,0,1,1,60,50 - 60,4,0,Not Sure,non-work,2,7,>5,1,1
2097,30134860,HOME_OWN,6,5,Never,5,5,5,3,3,2,5,5,1,9,1,0,1,10,2,4,6,24,Never,1,1,1,0,2,1,76.5,>60,3,0,5-10 miles,Oct-20,4,4.5,4-May,0.5,0.5
2098,30134953,HOME_RENT,5,1,Never,4,4,4,3,3,2,3,3,2,8,1,0,0,9,2,1,3,23,Daily,1,0,1,0,1,1,68,>60,3,non-work,Not Sure,non-work,2,8,>5,non-work,non-work
2099,30135097,HOME_RENT,7,2,Never,5,4,4,3,2,2,5,1,2,4,1,0,1,1,2,2,6,24,Daily,1,1,1,0,1,1,49,40 - 50,5,1,10 - 15 miles,20 - 30,2,4,3-Apr,0,1
2100,30135114,HOME_RENT,2,1,Never,5,5,5,1,2,4,5,5,1,21,1,0,0.5,10,2,1,1,23,Daily,0.5,>0.5,1,0,2,1,54,50 - 60,5,0,5-10 miles,Oct-20,3,10.5,>5,0.5,0.5
2101,30135153,HOME_RENT,7,1,Rarely,3,4,2,5,4,1,2,1,2,4,1,0,1,2,1,1,5,21,Daily,1,1,1,0,2,0,30.5,30 - 40,4,1,<=5 miles,20 - 30,2,2,<=2,0.5,0.5
2102,30135180,HOME_OWN,5,2,Never,4,4,5,4,3,5,5,5,2,3,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,45,40 - 50,5,1,5-10 miles,20 - 30,2,3,2-Mar,1,0
2103,30135286,HOME_OWN,10,2,Rarely,4,4,2,5,4,4,4,2,1,10,1,0,1,10,1,1,5,21,Daily,1,1,1,0,2,1,71,>60,5,0,>15 miles,>30,2,5,4-May,1,0.5
2104,30135296,HOME_OWN,11,1,Rarely,-9,3,1,4,4,2,2,1,1,13,1,0,0.5,10,1,1,5,21,Daily,1,>0.5,1,0,2,1,65,>60,5,0.5,<=5 miles,20 - 30,1,6.5,>5,0.5,0
2105,30135360,HOME_OWN,4,5,Never,4,5,5,4,4,5,5,5,2,3,1,0,0,9,2,1,3,23,Never,1,0,1,0,1,1,92,>60,2,non-work,Not Sure,non-work,2,3,2-Mar,non-work,non-work
2106,30135386,HOME_OWN,8,2,Never,4,5,4,5,5,5,5,5,1,7,1,0,1,2,2,4,6,24,Daily,1,1,1,0,2,1,57,50 - 60,4,1,5-10 miles,Oct-20,2,3.5,3-Apr,1,0.5
2107,30135434,HOME_RENT,7,1,,-9,-9,-9,3,3,3,3,3,1,6,1,0,0,10,2,1,3,23,Daily,1,0,1,0,2,1,78.5,>60,5,non-work,Not Sure,non-work,3,3,2-Mar,non-work,non-work
2108,30135501,HOME_OWN,5,4,Never,5,-9,4,2,3,5,5,5,2,3,1,0,0,9,1,4,6,21,Never,1,0,1,0,1,1,78,>60,5,non-work,Not Sure,non-work,3,3,2-Mar,non-work,non-work
2109,30135572,HOME_OWN,9,5,Never,5,5,5,3,3,3,4,4,1,20,1,0,1,2,2,1,1,23,Daily,1,1,1,0,>2,1,43.66666667,40 - 50,5,1,<=5 miles,Oct-20,4,6.666666667,>5,1,<0.5
2110,30135737,HOME_OWN,7,1,Rarely,5,1,1,5,3,4,4,1,1,4,1,0,1,2,1,1,5,21,Daily,0.5,1,1,0,2,1,43,40 - 50,5,0.5,10 - 15 miles,>30,3,2,<=2,1,0.5
2111,30135773,HOME_OWN,7,,,-9,-9,-9,4,4,2,3,4,1,2,1,0,1,2,2,1,3,22,Daily,1,1,1,0,2,1,65,>60,4,0.5,>15 miles,>30,2,1,<=2,0.5,0
2112,30135775,HOME_OWN,,4,Rarely,5,5,5,2,2,4,4,4,2,0,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,29,<=30,4,1,>15 miles,20 - 30,2,0,<=2,1,1
2113,30135849,HOME_RENT,3,2,Never,5,5,5,1,2,3,5,5,2,3,1,0,1,9,2,2,6,24,Daily,1,1,1,0,1,1,68,>60,3,0,<=5 miles,Oct-20,3,3,2-Mar,1,1
2114,30135857,HOME_OWN,8,1,Never,4,5,4,5,4,3,5,2,2,7,1,0,1,1,2,2,6,24,Daily,1,1,1,0,1,1,39,30 - 40,4,1,<=5 miles,<=10,1,7,>5,0,1
2115,30136115,HOME_OWN,10,5,Never,5,5,1,2,2,3,3,5,1,2,1,0,0.5,8,1,4,6,21,Daily,1,>0.5,1,0,>2,1,37,30 - 40,4,<0.5,>15 miles,>30,2,0.5,<=2,0.5,<0.5
2116,30136155,HOME_RENT,7,1,Rarely,5,4,4,4,3,4,4,4,1,6,1,0,1,10,2,4,6,23,Daily,1,1,1,0,2,1,60,50 - 60,5,0.5,>15 miles,Oct-20,2,3,2-Mar,0.5,0.5
2117,30136190,HOME_OWN,11,2,Never,4,4,4,5,5,5,5,5,1,15,0.6,0.2,0.6,4,2,4,6,23,Daily,0.6,>0.5,>0.5,<0.5,>2,1,26.25,<=30,5,<0.5,Not Sure,non-work,1,3.75,3-Apr,<0.5,<0.5
2118,30136209,HOME_OWN,6,,,-9,-9,-9,3,,,,,1,2,1,0,0,10,1,4,6,21,Daily,1,0,1,0,2,1,76,>60,3,non-work,Not Sure,non-work,3,1,<=2,non-work,non-work
2119,30136223,HOME_OWN,8,2,Never,5,5,5,3,3,3,5,5,1,10,0.5,0.5,0.5,4,2,1,2,23,Daily,0.5,>0.5,>0.5,>0.5,>2,1,31,30 - 40,4,<0.5,5-10 miles,20 - 30,3,5,4-May,<0.5,<0.5
2120,30136230,HOME_RENT,6,5,Never,5,5,5,3,3,5,5,5,2,0,1,0,0,9,2,1,1,23,Daily,1,0,1,0,1,1,74,>60,4,non-work,Not Sure,non-work,1,0,<=2,non-work,non-work
2121,30136287,HOME_OWN,6,4,Never,5,5,5,1,2,5,5,5,2,7,1,0,1,9,2,4,6,23,Daily,1,1,1,0,1,1,68,>60,3,0,<=5 miles,<=10,2,7,>5,1,0
2122,30136334,HOME_OWN,9,,Daily,-9,-9,-9,4,2,4,4,4,1,5,1,0,1,10,2,1,3,22,Daily,1,1,1,0,2,1,56.5,50 - 60,5,0.5,10 - 15 miles,Oct-20,2,2.5,2-Mar,1,0.5
2123,30136355,HOME_OWN,9,4,Rarely,5,3,5,3,2,3,3,2,1,7,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,63,>60,4,0.5,>15 miles,>30,2,3.5,3-Apr,1,0
2124,30136374,HOME_OWN,,5,Never,5,5,5,2,3,3,3,3,1,13,1,0,0.666666667,2,2,4,6,23,Daily,1,>0.5,1,0,>2,1,48,40 - 50,5,<0.5,10 - 15 miles,Oct-20,1,4.333333333,4-May,>0.5,0
2125,30136400,HOME_RENT,3,5,Never,5,5,5,1,2,4,,4,2,0,1,0,0,9,2,1,3,22,Never,1,0,1,0,1,1,61,>60,3,non-work,Not Sure,non-work,4,0,<=2,non-work,non-work
2126,30136411,HOME_OWN,3,1,Never,5,5,5,1,2,2,5,5,2,0,1,0,1,1,2,2,6,24,Daily,1,1,1,0,1,1,61,>60,3,1,<=5 miles,<=10,1,0,<=2,1,1
2127,30136487,HOME_OWN,5,2,Rarely,4,4,4,3,3,3,3,3,1,4,1,0,0,10,1,4,6,21,Daily,1,0,1,0,2,1,78.5,>60,5,non-work,Not Sure,non-work,3,2,<=2,non-work,non-work
2128,30136499,HOME_OWN,8,1,Rarely,5,4,5,4,4,4,4,4,1,7,0.666666667,0,0.666666667,6,2,4,6,23,Daily,0.666666667,>0.5,>0.5,0,>2,1,24.66666667,<=30,4,>0.5,5-10 miles,Oct-20,1,2.333333333,2-Mar,>0.5,<0.5
2129,30136506,HOME_OWN,8,5,Never,5,5,5,2,3,5,5,5,2,2,1,0,1,1,2,2,6,23,Never,1,1,1,0,1,1,46,40 - 50,2,1,<=5 miles,<=10,2,2,<=2,0,0
2130,30136626,HOME_OWN,6,2,Never,5,5,5,2,4,4,4,5,1,10,1,0,0,10,1,1,2,21,Daily,1,0,1,0,2,1,71,>60,5,non-work,Not Sure,non-work,2,5,4-May,non-work,non-work
2131,30136639,HOME_OWN,7,2,Rarely,5,5,5,4,5,5,5,5,1,11,1,0,0,10,2,2,6,24,Daily,1,0,1,0,2,1,66.5,>60,5,non-work,Not Sure,non-work,2,5.5,>5,non-work,non-work
2132,30136654,HOME_OWN,6,5,Never,5,5,5,1,2,4,4,4,1,4,0.5,0,0.25,6,2,4,6,24,Daily,0.5,<0.5,>0.5,0,>2,1,23.25,<=30,3,<0.5,>15 miles,>30,3,1,<=2,<0.5,<0.5
2133,30136675,HOME_OWN,6,5,Never,4,5,5,3,2,5,5,5,1,16,1,0,0,10,2,1,3,22,Daily,0.5,0,1,0,2,1,62.5,>60,3,non-work,Not Sure,non-work,2,8,>5,non-work,non-work
2134,30136678,HOME_RENT,6,3,Never,5,5,5,2,2,3,4,4,1,2,0.5,0.5,0.25,4,2,4,6,23,Daily,0.5,<0.5,>0.5,>0.5,>2,1,23.5,<=30,3,<0.5,>15 miles,>30,3,1,<=2,<0.5,<0.5
2135,30136769,HOME_OWN,7,1,Rarely,4,4,5,4,4,4,4,4,1,2,1,0,0.5,10,2,4,6,22,Daily,1,>0.5,1,0,2,1,53,50 - 60,4,0.5,<=5 miles,Oct-20,2,1,<=2,0.5,0.5
2136,30136780,HOME_OWN,3,4,Never,5,5,5,2,2,3,4,4,2,7,1,0,1,9,2,1,1,23,Daily,1,1,1,0,1,1,62,>60,2,0,Not Sure,non-work,3,7,>5,1,0
2137,30136785,HOME_OWN,3,4,Never,5,5,4,4,2,4,5,3,1,13,1,0,0.75,2,1,1,5,21,Daily,1,>0.5,1,0,>2,1,39.5,30 - 40,4,>0.5,>15 miles,20 - 30,3,3.25,3-Apr,>0.5,<0.5
2138,30136821,HOME_OWN,4,2,Daily,-9,1,-9,,2,2,,,2,6,0.5,0,0,7,1,1,5,21,Rarely,0.5,0,>0.5,0,2,1,47,40 - 50,2,non-work,Not Sure,non-work,1,3,2-Mar,non-work,non-work
2139,30136851,HOME_RENT,8,1,Never,2,2,3,4,3,3,5,2,1,9,1,0,0.5,2,1,1,5,21,Daily,1,>0.5,1,0,2,1,34.5,30 - 40,5,0.5,>15 miles,>30,2,4.5,4-May,0.5,0.5
2140,30136852,HOME_OWN,4,4,Never,5,4,5,2,2,3,3,4,1,30,0.75,0,0.75,6,2,4,6,23,Daily,0.75,>0.5,>0.5,0,>2,1,40,30 - 40,4,0.5,Not Sure,non-work,1,7.5,>5,<0.5,0
2141,30136889,HOME_OWN,3,,,-9,-9,-9,1,,,,,2,4,1,0,1,1,2,4,6,24,Daily,1,1,1,0,1,1,50,40 - 50,2,1,>15 miles,>30,3,4,3-Apr,1,1
2142,30136890,HOME_OWN,8,4,Never,5,5,5,4,4,4,4,4,1,12,0.666666667,0,0.666666667,6,2,1,3,22,Daily,0.666666667,>0.5,>0.5,0,>2,1,29.33333333,<=30,4,>0.5,5-10 miles,Oct-20,3,4,3-Apr,>0.5,<0.5
2143,30137141,HOME_OWN,7,1,Never,5,5,5,1,2,4,4,4,1,3,1,0,0,10,2,4,6,23,Daily,1,0,1,0,2,1,77,>60,4,non-work,Not Sure,non-work,4,1.5,<=2,non-work,non-work
2144,30137169,HOME_RENT,5,5,Never,5,5,5,3,3,5,5,5,1,10,0.4,0,0.2,6,2,4,6,23,Daily,0.4,<0.5,<0.5,0,>2,1,21.8,<=30,3,<0.5,>15 miles,>30,2,2,<=2,<0.5,<0.5
2145,30137209,HOME_OWN,8,1,Never,4,4,4,1,2,4,5,2,1,19,1,0,1,2,2,4,6,24,Daily,1,1,1,0,2,1,57.5,50 - 60,5,1,>15 miles,20 - 30,3,9.5,>5,0.5,0.5
2146,30137212,HOME_OWN,6,,,-9,5,5,1,2,5,5,5,1,14,0.666666667,0,0.333333333,6,2,4,6,22,Daily,0.666666667,<0.5,>0.5,0,>2,1,45,40 - 50,3,<0.5,5-10 miles,Oct-20,4,4.666666667,4-May,<0.5,<0.5
2147,30137237,HOME_OWN,5,4,Never,5,4,4,2,4,3,3,3,2,0,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,65,>60,5,1,Not Sure,non-work,2,0,<=2,1,0
2148,30137276,HOME_OWN,7,5,Never,5,5,5,1,2,4,5,5,1,9,1,0,0.5,10,1,1,5,21,Daily,1,>0.5,1,0,2,1,64.5,>60,3,0.5,>15 miles,20 - 30,4,4.5,4-May,0.5,0.5
2149,30137305,HOME_OWN,8,5,Never,5,5,4,5,3,5,5,5,1,10,1,0,1,10,2,1,1,23,Daily,1,1,1,0,2,1,68,>60,5,0,5-10 miles,<=10,2,5,4-May,1,0
2150,30137414,HOME_OWN,4,2,Rarely,5,5,5,1,2,2,2,3,2,10,1,0,0.5,10,1,1,2,21,Daily,1,>0.5,1,0,2,0,70,>60,3,0.5,Not Sure,non-work,5,5,4-May,0.5,0.5
2151,30137450,HOME_OWN,7,,,-9,-9,-9,2,3,4,4,4,1,8,1,0,1,2,1,1,5,21,Daily,1,1,1,0,2,1,65,>60,5,1,5-10 miles,20 - 30,3,4,3-Apr,1,0.5
2152,30137456,HOME_OWN,7,3,Rarely,4,5,4,3,3,4,4,4,1,4,1,0,0,10,2,4,6,23,Daily,1,0,1,0,2,1,67.5,>60,5,non-work,Not Sure,non-work,1,2,<=2,non-work,non-work
2153,30137471,HOME_RENT,1,1,Never,5,4,5,3,5,3,3,4,2,2,1,0,1,1,2,2,6,23,Never,0,1,1,0,1,0,33,30 - 40,2,0,10 - 15 miles,>30,2,2,<=2,1,0
2154,30137510,HOME_OWN,7,,Rarely,-9,-9,-9,1,2,,,,1,12,1,0,0.5,10,2,4,6,24,Rarely,1,>0.5,1,0,2,1,72,>60,3,0,5-10 miles,<=10,2,6,>5,0.5,0
2155,30137639,HOME_OWN,,4,Never,5,5,4,1,1,5,5,5,2,2,1,0,1,1,2,1,3,23,Daily,1,1,1,0,1,1,63,>60,5,0,<=5 miles,<=10,2,2,<=2,1,1
2156,30137645,HOME_OWN,11,1,Never,5,5,5,4,,4,5,5,1,8,1,0,1,2,2,1,1,23,Daily,1,1,1,0,>2,1,41,40 - 50,5,>0.5,>15 miles,20 - 30,2,2.666666667,2-Mar,1,<0.5
2157,30137658,HOME_RENT,4,5,Never,5,4,5,4,4,5,5,5,1,2,1,0,0.5,10,1,1,5,21,Rarely,1,>0.5,1,0,2,1,58,50 - 60,3,0.5,>15 miles,>30,5,1,<=2,0.5,0.5
2158,30137771,HOME_OWN,5,1,Never,5,5,4,3,3,4,5,5,1,3,1,0,0,10,1,1,5,21,Daily,1,0,1,0,2,1,62,>60,4,non-work,Not Sure,non-work,1,1.5,<=2,non-work,non-work
2159,30137780,HOME_OWN,7,1,Rarely,5,2,2,5,4,5,5,4,2,5,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,55,50 - 60,4,1,>15 miles,>30,1,5,4-May,1,0
2160,30137794,HOME_RENT,1,2,Never,5,5,5,2,2,5,5,5,2,2,1,0,0,9,2,1,1,23,Never,1,0,1,0,1,1,62,>60,1,non-work,Not Sure,non-work,4,2,<=2,non-work,non-work
2161,30137877,HOME_OWN,3,,,5,5,5,1,1,4,4,3,1,0,1,0,0,10,1,1,5,21,Never,1,0,1,0,2,1,81.5,>60,4,non-work,Not Sure,non-work,2,0,<=2,non-work,non-work
2162,30137966,HOME_OWN,10,5,Never,5,5,4,2,2,3,4,4,1,10,1,0,1,2,1,1,5,21,Rarely,1,1,1,0,2,1,62.5,>60,5,0.5,<=5 miles,<=10,1,5,4-May,1,0.5
2163,30138027,HOME_OWN,3,5,Never,5,5,5,2,2,5,5,5,2,2,1,0,0,9,1,1,5,21,Never,1,0,1,0,1,1,79,>60,3,non-work,Not Sure,non-work,2,2,<=2,non-work,non-work
2164,30138074,HOME_OWN,8,4,Never,4,5,5,4,4,4,4,4,1,4,1,0,1,2,2,2,6,24,Daily,1,1,1,0,2,1,59,50 - 60,5,1,>15 miles,>30,3,2,<=2,1,0.5
2165,30138080,HOME_OWN,6,2,Rarely,5,5,5,2,3,3,3,4,1,11,1,0,1,2,2,1,1,23,Rarely,1,1,1,0,2,1,40.5,40 - 50,4,1,10 - 15 miles,20 - 30,3,5.5,>5,0,0.5
2166,30138145,HOME_RENT,5,3,Never,5,5,5,4,4,3,3,5,1,0,1,0,0.5,2,2,4,6,24,Daily,1,>0.5,1,0,2,1,58,50 - 60,2,0.5,5-10 miles,<=10,4,0,<=2,0.5,0.5
2167,30138157,HOME_RENT,8,5,Never,5,5,4,5,3,5,5,5,2,3,1,0,0,1,2,1,1,23,Daily,1,0,1,0,1,1,63,>60,3,non-work,Not Sure,non-work,2,3,2-Mar,non-work,non-work
2168,30138166,HOME_OWN,7,1,Rarely,5,5,5,2,2,2,3,5,1,20,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,42,40 - 50,4,1,>15 miles,>30,1,10,>5,1,0.5
2169,30138243,HOME_OWN,10,1,Rarely,4,5,4,4,4,4,4,4,1,10,1,0,0,10,2,2,6,23,Daily,1,0,1,0,2,1,65,>60,5,non-work,Not Sure,non-work,2,5,4-May,non-work,non-work
2170,30138251,HOME_OWN,1,5,Never,5,5,5,3,3,5,5,5,2,0,1,0,0,9,2,4,6,24,Never,0,0,1,0,1,0,87,>60,2,non-work,Not Sure,non-work,5,0,<=2,non-work,non-work
2171,30138269,HOME_OWN,11,1,Rarely,4,5,4,3,3,5,5,5,2,6,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,54,50 - 60,5,0,5-10 miles,Oct-20,3,6,>5,1,0
2172,30138323,HOME_OWN,8,5,Never,5,-9,4,2,2,2,4,4,2,4,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,64,>60,5,1,>15 miles,>30,2,4,3-Apr,0,0
2173,30138407,HOME_OWN,5,2,Never,5,5,5,3,3,5,5,5,1,4,1,0,0.5,2,2,4,6,24,Daily,1,>0.5,1,0,2,1,71,>60,3,0,<=5 miles,<=10,3,2,<=2,0.5,0.5
2174,30138427,HOME_RENT,2,2,Never,4,3,3,5,5,1,5,1,1,5,1,0,1,2,2,1,3,22,Daily,1,1,1,0,2,0,39,30 - 40,2,0,5-10 miles,20 - 30,4,2.5,2-Mar,1,0.5
2175,30138510,HOME_OWN,8,4,Rarely,5,5,4,4,3,4,4,2,2,10,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,55,50 - 60,5,non-work,Not Sure,non-work,1,10,>5,non-work,non-work
2176,30138537,HOME_OWN,8,1,Never,4,5,4,3,4,4,3,3,1,14,1,0,0.5,10,1,1,5,21,Rarely,1,>0.5,1,0,2,1,76,>60,5,0.5,>15 miles,Oct-20,2,7,>5,0.5,0
2177,30138656,HOME_RENT,5,1,Never,5,5,5,5,4,4,5,5,2,4,1,0,0,9,2,1,1,23,Daily,1,0,1,0,1,1,78,>60,4,non-work,Not Sure,non-work,2,4,3-Apr,non-work,non-work
2178,30138699,HOME_OWN,11,1,Rarely,4,5,1,5,2,5,5,5,1,13,0.5,0,0,4,1,1,5,21,Daily,0.5,0,>0.5,0,>2,1,24.75,<=30,4,non-work,Not Sure,non-work,2,3.25,3-Apr,non-work,non-work
2179,30138760,HOME_RENT,7,1,Never,5,1,3,1,1,3,3,1,1,16,0.5,0,0.5,6,1,1,5,21,Daily,0.75,>0.5,>0.5,0,>2,1,31,30 - 40,5,0.5,5-10 miles,>30,3,4,3-Apr,0.5,<0.5
2180,30138767,HOME_OWN,10,5,Never,5,5,5,4,4,5,5,5,1,4,1,0,0.5,2,1,1,5,21,Daily,1,>0.5,1,0,2,1,54,50 - 60,3,0.5,Not Sure,non-work,2,2,<=2,0.5,0
2181,30138842,HOME_OWN,11,3,Never,5,5,4,3,3,4,5,4,1,11,1,0,0.666666667,10,2,2,6,24,Daily,1,>0.5,1,0,>2,1,46,40 - 50,5,<0.5,5-10 miles,Oct-20,1,3.666666667,3-Apr,>0.5,<0.5
2182,30138858,HOME_RENT,1,5,,3,-9,-9,3,1,,,1,1,10,1,0,0.5,10,2,1,3,22,Rarely,0,>0.5,1,0,2,0,46,40 - 50,2,0.5,<=5 miles,>30,4,5,4-May,0.5,0.5
2183,30138902,HOME_OWN,6,5,Never,5,5,4,3,2,5,5,5,2,4,1,0,0,9,1,1,5,21,Daily,1,0,1,0,1,1,69,>60,3,non-work,Not Sure,non-work,1,4,3-Apr,non-work,non-work
2184,30138973,HOME_OWN,3,1,Never,3,2,2,4,4,5,5,2,2,5,1,0,0,9,1,1,5,21,Rarely,0,0,1,0,1,0,69,>60,3,non-work,Not Sure,non-work,2,5,4-May,non-work,non-work
2185,30138993,HOME_RENT,5,1,Rarely,3,1,1,2,2,1,3,1,1,2,1,0,1,2,1,1,5,21,Daily,0.666666667,1,1,0,>2,1,45,40 - 50,4,<0.5,Not Sure,non-work,3,0.666666667,<=2,<0.5,0
2186,30139018,HOME_OWN,8,2,Rarely,5,4,4,4,3,2,4,4,1,15,1,0,1,2,2,1,3,23,Daily,1,1,1,0,2,1,61,>60,5,0.5,5-10 miles,Oct-20,4,7.5,>5,1,0.5
2187,30139030,HOME_OWN,4,5,Never,5,5,5,2,3,5,5,5,2,5,1,0,1,9,2,4,6,24,Daily,1,1,1,0,1,1,76,>60,3,0,>15 miles,20 - 30,1,5,4-May,1,1
2188,30139055,HOME_OWN,8,5,Never,5,5,5,4,2,4,4,4,1,2,1,0,1,2,2,4,6,24,Rarely,1,1,1,0,2,1,53,50 - 60,3,1,10 - 15 miles,20 - 30,2,1,<=2,1,0.5
2189,30139109,HOME_OWN,3,5,Never,5,5,5,2,3,4,4,4,1,5,1,0,1,2,2,2,6,24,Daily,1,1,1,0,2,1,46.5,40 - 50,2,1,<=5 miles,<=10,3,2.5,2-Mar,0.5,0.5
2190,30139267,HOME_OWN,9,2,Rarely,5,4,2,1,2,4,5,2,1,21,1,0,1,2,1,1,5,21,Daily,1,1,1,0,>2,1,49.33333333,40 - 50,4,>0.5,10 - 15 miles,>30,3,7,>5,1,<0.5
2191,30139433,HOME_OWN,8,1,Never,4,4,4,2,2,3,5,3,1,14,1,0,0,10,1,1,5,21,Daily,1,0,1,0,2,1,76,>60,4,non-work,Not Sure,non-work,1,7,>5,non-work,non-work
2192,30139488,HOME_OWN,7,3,Never,5,5,4,2,3,3,5,4,1,4,1,0,0.5,2,1,1,5,21,Daily,1,>0.5,1,0,2,1,56,50 - 60,5,0.5,<=5 miles,Oct-20,2,2,<=2,0.5,0.5
2193,30139498,HOME_OWN,7,2,Rarely,5,5,5,1,2,3,3,4,1,11,1,0,0,10,2,1,2,23,Daily,1,0,1,0,2,1,63.5,>60,5,non-work,Not Sure,non-work,2,5.5,>5,non-work,non-work
2194,30139579,HOME_OWN,7,4,Never,5,5,4,2,2,4,4,3,1,8,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,64.5,>60,3,1,>15 miles,>30,1,4,3-Apr,1,0.5
2195,30139652,HOME_OWN,7,5,Never,4,5,5,4,3,3,3,3,2,0,1,0,0,9,1,1,5,21,Daily,1,0,1,0,1,1,67,>60,5,non-work,Not Sure,non-work,4,0,<=2,non-work,non-work
2196,30139676,HOME_OWN,4,5,Never,5,5,5,2,2,4,5,3,1,10,1,0,0,10,2,2,6,24,Daily,1,0,1,0,2,1,78.5,>60,2,non-work,Not Sure,non-work,3,5,4-May,non-work,non-work
2197,30139690,HOME_OWN,8,4,Never,5,5,5,2,3,5,5,5,1,16,1,0,0,10,2,1,1,23,Daily,1,0,1,0,2,1,70.5,>60,5,non-work,Not Sure,non-work,2,8,>5,non-work,non-work
2198,30139794,HOME_OWN,8,3,Never,4,5,5,3,3,3,5,4,1,5,1,0,1,2,2,1,3,23,Daily,1,1,1,0,2,1,31.5,30 - 40,4,1,10 - 15 miles,20 - 30,1,2.5,2-Mar,1,0
2199,30139834,HOME_RENT,9,1,Never,3,3,1,4,4,4,4,4,1,6,1,0,1,2,1,1,5,21,Daily,1,1,1,0,2,0,31,30 - 40,5,1,<=5 miles,20 - 30,2,3,2-Mar,1,0.5
2200,30139845,HOME_OWN,5,3,Never,5,5,5,1,1,2,3,3,2,4,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,55,50 - 60,3,1,<=5 miles,<=10,1,4,3-Apr,1,0
2201,30139956,HOME_RENT,3,1,Rarely,5,2,5,2,2,2,2,2,2,2,1,0,0,1,2,1,3,22,Daily,1,0,1,0,1,1,22,<=30,4,non-work,Not Sure,non-work,3,2,<=2,non-work,non-work
2202,30139994,HOME_OWN,11,5,Never,5,5,1,2,2,5,5,1,1,9,0.8,0,0.8,8,1,4,6,21,Daily,1,>0.5,>0.5,0,>2,1,33.2,30 - 40,5,<0.5,>15 miles,>30,2,1.8,<=2,>0.5,<0.5
2203,30140004,HOME_OWN,7,1,Rarely,4,4,3,5,3,5,5,5,1,10,1,0,0.5,10,2,1,1,23,Daily,1,>0.5,1,0,2,1,66,>60,4,0,Not Sure,non-work,1,5,4-May,0.5,0
2204,30140099,HOME_OWN,5,5,Never,5,5,5,5,5,5,5,5,1,0,1,0,0,10,2,1,2,23,Daily,0.5,0,1,0,2,1,69,>60,4,non-work,Not Sure,non-work,2,0,<=2,non-work,non-work
