,HOUSEID,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN,AVG_AGE,AVG_AGE_binned,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME,HEALTH,avg_trips,avg_trips_binned,one_job,flexible_work
8528,30524815,HOME_RENT,8,1,Rarely,4,4,4,2,4,2,2,2,1,21,1,0,1,2,2,1,1,23,Daily,0.666666667,1,1,0,>2,1,48.66666667,40 - 50,4,>0.5,10 - 15 miles,20 - 30,3,7,>5,>0.5,<0.5
8529,30524947,HOME_RENT,1,,,3,-9,-9,,3,,,3,2,2,1,0,0,9,1,1,1,21,Never,0,0,1,0,1,0,81,>60,2,non-work,Not Sure,non-work,2,2,<=2,non-work,non-work
8530,30525110,HOME_OWN,5,2,Never,4,5,4,3,2,3,4,2,1,4,1,0,0,10,1,1,2,21,Daily,0.5,0,1,0,2,1,71.5,>60,5,non-work,Not Sure,non-work,3,2,<=2,non-work,non-work
8531,30525151,HOME_RENT,5,2,Never,5,5,5,1,1,3,3,3,1,6,1,0,0,10,2,4,6,23,Daily,1,0,1,0,2,1,89,>60,3,non-work,Not Sure,non-work,4,3,2-Mar,non-work,non-work
8532,30525238,HOME_RENT,6,5,Never,5,5,5,2,4,2,2,3,2,6,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,42,40 - 50,4,1,<=5 miles,<=10,2,6,>5,1,0
8533,30525268,HOME_RENT,3,3,Never,3,5,5,1,3,3,5,3,2,0,1,0,0,1,2,2,6,24,Daily,0,0,1,0,1,0,46,40 - 50,3,non-work,Not Sure,non-work,4,0,<=2,non-work,non-work
8534,30525271,HOME_OWN,11,3,Never,4,5,5,4,3,4,5,5,1,8,1,0,1,2,2,1,2,23,Daily,1,1,1,0,2,1,48.5,40 - 50,5,1,>15 miles,20 - 30,2,4,3-Apr,1,0.5
8535,30525308,HOME_OWN,6,5,Never,5,5,5,5,4,5,5,5,2,2,1,0,0,9,2,1,2,23,Daily,1,0,1,0,1,1,69,>60,5,non-work,Not Sure,non-work,2,2,<=2,non-work,non-work
8536,30525347,HOME_RENT,8,1,,-9,-9,-9,2,4,5,5,5,1,4,1,0,0.5,2,2,2,6,24,Daily,0.5,>0.5,1,0,2,1,38.5,30 - 40,5,0.5,5-10 miles,<=10,2,2,<=2,0.5,0
8537,30525405,HOME_OWN,7,1,Never,5,4,5,4,2,3,5,3,1,6,1,0,0.5,10,2,4,6,24,Daily,0.5,>0.5,1,0,2,1,70,>60,5,0.5,>15 miles,>30,4,3,2-Mar,0,0
8538,30525421,HOME_OWN,8,1,Never,4,5,4,2,4,4,,,1,11,1,0,1,2,2,1,3,23,Daily,1,1,1,0,2,1,58.5,50 - 60,3,1,5-10 miles,20 - 30,3,5.5,>5,1,0
8539,30525452,HOME_RENT,4,2,Never,5,5,5,5,4,1,3,3,2,4,1,0,1,1,2,2,6,24,Daily,1,1,1,0,1,1,23,<=30,3,1,5-10 miles,Oct-20,3,4,3-Apr,1,0
8540,30525483,HOME_OWN,2,4,Never,5,5,5,1,1,3,3,3,2,5,1,0,0,9,2,4,6,24,Daily,1,0,1,0,1,1,76,>60,2,non-work,Not Sure,non-work,3,5,4-May,non-work,non-work
8541,30525626,HOME_OWN,5,,,-9,-9,-9,4,3,5,5,5,2,0,1,0,0,9,2,4,6,23,Daily,1,0,1,0,1,1,78,>60,4,non-work,Not Sure,non-work,2,0,<=2,non-work,non-work
8542,30525768,HOME_OWN,11,2,Rarely,5,5,5,4,3,4,4,4,1,10,1,0,0,10,2,2,6,24,Daily,1,0,1,0,2,1,71,>60,5,non-work,Not Sure,non-work,1,5,4-May,non-work,non-work
8543,30525772,HOME_OWN,11,,,-9,-9,3,4,2,4,4,4,1,7,1,0,0,10,1,1,2,21,Daily,1,0,1,0,2,1,75,>60,5,non-work,Not Sure,non-work,2,3.5,3-Apr,non-work,non-work
8544,30525802,HOME_OWN,5,3,Rarely,5,5,5,3,4,2,1,3,2,7,1,0,1,1,2,4,6,24,Daily,1,1,1,0,1,1,53,50 - 60,4,1,>15 miles,20 - 30,1,7,>5,0,0
8545,30525847,HOME_OWN,6,5,Never,5,5,5,1,1,,,,1,4,1,0,0.5,10,2,4,6,23,Daily,1,>0.5,1,0,2,1,65,>60,2,0.5,>15 miles,NA,3,2,<=2,0.5,0
8546,30525898,HOME_OWN,5,1,Never,5,5,5,2,4,4,4,4,2,7,1,0,0,9,2,2,6,24,Daily,1,0,1,0,1,1,64,>60,5,non-work,Not Sure,non-work,2,7,>5,non-work,non-work
8547,30525912,HOME_OWN,11,1,Never,4,4,4,4,1,4,5,5,1,10,0.6,0,0.4,6,1,1,5,21,Daily,0.6,<0.5,>0.5,0,>2,1,33.8,30 - 40,5,<0.5,<=5 miles,<=10,2,2,<=2,<0.5,0
8548,30525923,HOME_OWN,5,2,Rarely,5,5,5,5,5,4,4,3,1,12,1,0,0,10,2,4,6,24,Daily,1,0,1,0,2,1,67,>60,3,non-work,Not Sure,non-work,2,6,>5,non-work,non-work
8549,30525951,HOME_RENT,5,1,Rarely,4,5,4,4,3,4,3,4,2,7,1,0,0,9,2,1,2,23,Daily,1,0,1,0,1,1,69,>60,5,non-work,Not Sure,non-work,1,7,>5,non-work,non-work
8550,30526010,HOME_OWN,7,5,Never,5,5,5,2,3,5,5,5,1,4,1,0,1,2,2,1,3,22,Daily,1,1,1,0,2,1,39,30 - 40,3,0.5,5-10 miles,Oct-20,3,2,<=2,1,0.5
8551,30526089,HOME_OWN,9,4,Rarely,5,5,5,3,3,4,4,3,1,5,0.5,0,0.5,6,2,4,6,24,Daily,0.5,>0.5,>0.5,0,>2,1,28.75,<=30,3,0.5,<=5 miles,<=10,2,1.25,<=2,0.5,<0.5
8552,30526128,HOME_OWN,8,2,Never,4,5,5,2,2,4,4,4,1,18,0.75,0,0.5,6,2,2,6,23,Daily,0.75,>0.5,>0.5,0,>2,1,47.5,40 - 50,5,<0.5,10 - 15 miles,20 - 30,3,4.5,4-May,0.5,<0.5
8553,30526131,HOME_OWN,9,1,Rarely,4,4,4,4,3,2,2,4,2,7,1,0,1,1,2,1,3,23,Daily,1,1,1,0,1,1,65,>60,5,1,<=5 miles,Oct-20,1,7,>5,1,1
8554,30526184,HOME_RENT,6,2,Daily,5,2,4,4,2,3,1,2,1,7,0.666666667,0.333333333,0.333333333,4,2,1,1,23,Daily,0.666666667,<0.5,>0.5,<0.5,>2,1,35.5,30 - 40,5,<0.5,<=5 miles,<=10,2,3.5,3-Apr,<0.5,0
8555,30526328,HOME_OWN,4,5,Never,5,5,4,1,1,5,5,5,1,6,1,0,0.5,2,1,1,2,21,Daily,0.75,>0.5,1,0,>2,1,32.5,30 - 40,4,<0.5,>15 miles,>30,3,1.5,<=2,0.5,<0.5
8556,30526420,HOME_OWN,8,3,Rarely,4,4,4,3,3,3,3,3,1,10,0.5,0,0.5,6,2,1,3,23,Daily,0.5,>0.5,>0.5,0,>2,1,26,<=30,4,0.5,5-10 miles,20 - 30,2,2.5,2-Mar,<0.5,<0.5
8557,30526443,HOME_OWN,7,1,Never,5,5,5,1,2,5,5,3,2,4,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,66,>60,2,1,<=5 miles,Oct-20,1,4,3-Apr,1,0
8558,30526448,HOME_OWN,8,5,Never,5,5,5,5,5,5,5,5,2,2,1,0,0,9,2,4,6,23,Daily,1,0,1,0,1,1,73,>60,5,non-work,Not Sure,non-work,3,2,<=2,non-work,non-work
8559,30526620,HOME_OWN,11,4,Rarely,4,5,4,3,4,4,4,3,1,14,1,0,1,2,1,1,5,21,Daily,1,1,1,0,2,1,57.5,50 - 60,5,1,10 - 15 miles,Oct-20,2,7,>5,1,0
8560,30526757,HOME_OWN,6,5,Never,5,5,5,2,2,5,5,5,1,2,0.75,0,0.75,8,2,1,1,23,Daily,1,>0.5,>0.5,0,>2,1,33.75,30 - 40,4,0.5,>15 miles,Oct-20,4,0.5,<=2,>0.5,<0.5
8561,30526840,HOME_OWN,1,,,-9,-9,-9,1,,,,,2,4,1,0,1,1,2,4,6,22,Never,1,1,1,0,1,1,59,50 - 60,2,0,Not Sure,non-work,3,4,3-Apr,1,0
8562,30526965,HOME_OWN,8,5,Never,5,5,5,3,3,3,3,3,1,7,1,0,0.5,10,1,4,6,21,Daily,1,>0.5,1,0,2,1,59,50 - 60,3,0.5,10 - 15 miles,Oct-20,2,3.5,3-Apr,0.5,0.5
8563,30527022,HOME_OWN,10,,,-9,-9,-9,3,3,4,4,4,1,6,1,0,0,10,2,1,1,23,Daily,1,0,1,0,2,1,78,>60,5,non-work,Not Sure,non-work,3,3,2-Mar,non-work,non-work
8564,30527025,HOME_OWN,4,,,-9,-9,-9,2,2,5,5,5,1,8,1,0,0,10,2,4,6,23,Daily,1,0,1,0,2,1,76.5,>60,2,non-work,Not Sure,non-work,3,4,3-Apr,non-work,non-work
8565,30527168,HOME_OWN,5,5,Never,5,4,4,1,1,4,4,4,1,4,1,0,0,10,2,4,6,24,Rarely,0.5,0,1,0,2,1,66.5,>60,3,non-work,Not Sure,non-work,4,2,<=2,non-work,non-work
8566,30527251,HOME_OWN,7,2,Never,5,5,5,3,3,2,4,5,1,12,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,69,>60,3,0.5,<=5 miles,Oct-20,3,6,>5,0.5,0.5
8567,30527327,HOME_RENT,3,1,Never,3,3,1,5,4,2,5,1,2,5,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,0,44,40 - 50,3,1,5-10 miles,>30,3,5,4-May,1,1
8568,30527329,HOME_OWN,10,1,Never,4,4,1,4,4,2,3,1,1,10,1,0,0.5,10,2,4,6,23,Daily,0.5,>0.5,1,0,2,1,67,>60,5,0.5,>15 miles,20 - 30,1,5,4-May,0.5,0
8569,30527468,HOME_OWN,10,2,Rarely,4,4,4,3,3,4,4,4,1,6,1,0,1,2,2,2,6,24,Daily,1,1,1,0,2,1,38,30 - 40,4,1,5-10 miles,Oct-20,3,3,2-Mar,0.5,0.5
8570,30527506,HOME_RENT,6,3,Never,2,3,5,3,3,3,3,3,2,0,1,0,0,9,1,1,5,21,Daily,0,0,1,0,1,0,87,>60,4,non-work,Not Sure,non-work,4,0,<=2,non-work,non-work
8571,30527637,HOME_OWN,7,3,Rarely,5,5,4,4,2,4,4,4,2,2,1,0,1,1,1,2,6,21,Daily,1,1,1,0,1,1,53,50 - 60,4,1,>15 miles,>30,3,2,<=2,1,1
8572,30527668,HOME_OWN,8,1,Rarely,4,5,1,2,2,1,2,1,2,0,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,67,>60,5,1,>15 miles,>30,2,0,<=2,1,0
8573,30527685,HOME_OWN,8,2,Rarely,5,4,5,4,4,4,4,4,2,5,1,0,1,1,2,1,2,23,Daily,1,1,1,0,1,1,34,30 - 40,5,1,<=5 miles,<=10,2,5,4-May,0,0
8574,30527767,HOME_OWN,8,,,-9,-9,-9,1,1,5,5,5,1,8,1,0,0,10,1,1,5,21,Daily,1,0,1,0,2,1,80.5,>60,2,non-work,Not Sure,non-work,2,4,3-Apr,non-work,non-work
8575,30527833,HOME_OWN,4,1,Never,5,4,4,5,3,5,3,5,1,12,1,0,0,10,1,1,5,21,Daily,1,0,1,0,2,1,66,>60,5,non-work,Not Sure,non-work,1,6,>5,non-work,non-work
8576,30527946,HOME_OWN,8,5,Never,5,5,5,4,4,5,5,5,1,2,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,57,50 - 60,2,1,5-10 miles,20 - 30,3,1,<=2,1,0.5
8577,30528191,HOME_OWN,5,4,Rarely,4,5,5,2,3,3,3,3,2,4,1,0,1,1,2,4,6,24,Daily,1,1,1,0,1,1,49,40 - 50,3,1,<=5 miles,<=10,3,4,3-Apr,0,1
8578,30528199,HOME_OWN,8,1,Never,5,5,5,2,2,2,3,3,1,5,1,0,0,10,2,4,6,24,Daily,1,0,1,0,2,1,62,>60,5,non-work,Not Sure,non-work,2,2.5,2-Mar,non-work,non-work
8579,30528213,HOME_RENT,6,4,Rarely,5,5,5,2,3,4,3,5,1,5,1,0,1,2,2,1,3,22,Daily,1,1,1,0,2,1,48.5,40 - 50,3,1,>15 miles,>30,3,2.5,2-Mar,1,0.5
8580,30528305,HOME_OWN,6,5,Never,5,5,5,3,3,4,4,4,1,14,1,0,0,10,2,4,6,23,Never,1,0,1,0,2,1,64.5,>60,2,non-work,Not Sure,non-work,2,7,>5,non-work,non-work
8581,30528495,HOME_OWN,,3,,-9,3,-9,,,,,,2,0,1,0,0,9,1,1,5,21,Never,0,0,1,0,1,0,92,>60,2,non-work,Not Sure,non-work,5,0,<=2,non-work,non-work
8582,30528505,HOME_OWN,6,3,Rarely,4,4,4,1,1,3,3,4,2,8,1,0,0,1,2,1,3,23,Daily,1,0,1,0,1,1,55,50 - 60,3,non-work,Not Sure,non-work,2,8,>5,non-work,non-work
8583,30528560,HOME_OWN,9,1,Never,5,5,5,1,1,1,5,5,1,1,1,0,0.5,10,2,1,1,23,Daily,1,>0.5,1,0,2,1,57.5,50 - 60,3,0.5,<=5 miles,Oct-20,3,0.5,<=2,0.5,0.5
8584,30528561,HOME_OWN,6,1,Daily,5,5,5,4,2,4,4,3,2,4,1,0,0,9,2,4,6,24,Daily,1,0,1,0,1,1,54,50 - 60,5,non-work,Not Sure,non-work,1,4,3-Apr,non-work,non-work
8585,30528593,HOME_RENT,1,,,-9,-9,3,,,,,1,2,6,1,0,0,9,1,1,5,21,Daily,0,0,1,0,1,0,69,>60,5,non-work,Not Sure,non-work,3,6,>5,non-work,non-work
8586,30528645,HOME_OWN,,3,Never,5,4,5,2,3,4,4,3,1,31,0.6,0,0.4,6,1,1,2,21,Daily,0.6,<0.5,>0.5,0,>2,1,32.8,30 - 40,4,<0.5,<=5 miles,Oct-20,3,6.2,>5,<0.5,<0.5
8587,30528677,HOME_OWN,9,1,Rarely,5,5,2,5,5,5,5,5,1,0,1,0,0,10,1,1,5,21,Daily,1,0,1,0,2,1,66,>60,5,non-work,Not Sure,non-work,2,0,<=2,non-work,non-work
8588,30528797,HOME_OWN,7,2,,-9,-9,-9,2,4,3,4,4,1,12,0.5,0.5,0.5,4,2,1,1,23,Daily,0.5,>0.5,>0.5,>0.5,>2,1,40.5,40 - 50,5,<0.5,10 - 15 miles,20 - 30,1,6,>5,0.5,0
8589,30528810,HOME_RENT,2,5,Never,5,5,5,3,3,4,4,4,2,5,1,0,0,9,2,1,1,23,Daily,1,0,1,0,1,1,85,>60,4,non-work,Not Sure,non-work,2,5,4-May,non-work,non-work
8590,30528838,HOME_OWN,6,5,Never,5,5,5,3,3,5,5,5,1,12,1,0,1,2,2,4,6,24,Daily,1,1,1,0,2,1,58,50 - 60,3,1,10 - 15 miles,20 - 30,2,6,>5,1,0.5
8591,30528878,HOME_OWN,8,2,Rarely,5,5,5,3,3,2,2,3,1,17,1,0,0.666666667,10,1,1,2,21,Daily,1,>0.5,1,0,>2,1,47.33333333,40 - 50,5,0,Not Sure,non-work,1,5.666666667,>5,<0.5,0
8592,30528945,HOME_OWN,8,1,Rarely,4,2,4,2,3,4,4,2,1,19,0.5,0,0.5,4,2,1,2,23,Daily,0.5,>0.5,>0.5,0,>2,1,22,<=30,5,<0.5,>15 miles,>30,2,4.75,4-May,0.5,0
8593,30528966,HOME_OWN,,,,-9,-9,-9,3,,,,,2,0,1,0,0,9,2,4,6,23,Rarely,0,0,1,0,1,1,92,>60,4,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
8594,30528975,HOME_OWN,3,4,Rarely,4,4,5,2,2,4,4,2,2,5,1,0,0,1,2,1,1,23,Rarely,1,0,1,0,1,1,58,50 - 60,2,non-work,Not Sure,non-work,4,5,4-May,non-work,non-work
8595,30529023,HOME_OWN,6,3,Never,4,5,5,4,4,4,4,4,1,19,1,0,1,2,2,1,3,22,Daily,1,1,1,0,2,1,35,30 - 40,4,1,5-10 miles,Oct-20,2,9.5,>5,0.5,0.5
8596,30529066,HOME_RENT,,1,,-9,-9,-9,3,,1,,,2,3,1,0,0,9,2,4,6,24,Rarely,0,0,1,0,1,0,74,>60,3,non-work,Not Sure,non-work,3,3,2-Mar,non-work,non-work
8597,30529113,HOME_OWN,8,1,Never,4,5,4,2,3,3,4,3,1,16,1,0,0.5,2,2,2,6,24,Daily,1,>0.5,1,0,2,1,60,50 - 60,4,0.5,>15 miles,>30,1,8,>5,0.5,0
8598,30529232,HOME_OWN,5,5,Never,5,5,5,2,3,5,5,5,2,2,1,0,0,1,2,4,6,23,Daily,1,0,1,0,1,1,37,30 - 40,2,non-work,Not Sure,non-work,2,2,<=2,non-work,non-work
8599,30529246,HOME_OWN,8,2,Never,4,5,3,3,2,2,3,2,1,7,1,0,0,10,1,1,5,21,Daily,1,0,1,0,2,1,68.5,>60,5,non-work,Not Sure,non-work,2,3.5,3-Apr,non-work,non-work
8600,30529294,HOME_OWN,1,5,Never,5,5,5,4,4,3,4,4,2,2,1,0,0,9,1,4,6,21,Never,1,0,1,0,1,1,85,>60,3,non-work,Not Sure,non-work,4,2,<=2,non-work,non-work
8601,30529378,HOME_OWN,6,1,Never,4,4,5,5,5,4,4,4,2,9,1,0,1,1,2,1,2,23,Daily,1,1,1,0,1,1,50,40 - 50,4,1,<=5 miles,>30,2,9,>5,1,0
8602,30529392,HOME_OWN,8,2,Never,5,5,4,2,3,3,3,3,1,9,1,0,0.666666667,10,2,1,3,22,Daily,1,>0.5,1,0,>2,1,48,40 - 50,4,>0.5,10 - 15 miles,Oct-20,3,3,2-Mar,>0.5,<0.5
8603,30529394,HOME_OWN,8,3,Rarely,5,5,5,5,5,2,5,5,1,6,1,0,0.5,10,2,1,2,23,Daily,1,>0.5,1,0,2,1,59.5,50 - 60,5,0.5,>15 miles,>30,2,3,2-Mar,0.5,0
8604,30529395,HOME_OWN,3,5,Never,5,5,5,2,3,5,5,5,2,5,1,0,0,9,1,1,2,21,Daily,1,0,1,0,1,1,68,>60,3,non-work,Not Sure,non-work,3,5,4-May,non-work,non-work
8605,30529451,HOME_OWN,11,5,Never,5,-9,-9,4,3,3,3,4,1,4,1,0,1,10,1,1,5,21,Daily,1,1,1,0,2,1,64,>60,5,0.5,>15 miles,>30,3,2,<=2,1,0.5
8606,30529492,HOME_OWN,9,5,Never,4,4,4,3,3,3,3,3,1,11,1,0,0,10,1,1,2,21,Daily,1,0,1,0,2,1,67,>60,5,non-work,Not Sure,non-work,2,5.5,>5,non-work,non-work
8607,30529508,HOME_OWN,8,4,Rarely,5,5,5,4,4,4,4,5,1,5,0.75,0,0.75,6,2,1,2,23,Daily,0.75,>0.5,>0.5,0,>2,1,25,<=30,3,0.5,<=5 miles,<=10,4,1.25,<=2,>0.5,<0.5
8608,30529543,HOME_RENT,5,1,Never,-9,4,4,3,2,3,4,3,1,8,0.5,0,0.5,5,1,1,5,21,Daily,0.5,>0.5,>0.5,0,2,1,34.5,30 - 40,4,0.5,<=5 miles,<=10,3,4,3-Apr,0.5,0.5
8609,30529598,HOME_RENT,1,1,Never,4,1,1,1,1,1,1,1,2,6,1,0,1,1,1,1,5,21,Daily,1,1,1,0,1,1,46,40 - 50,4,non-work,Not Sure,non-work,4,6,>5,non-work,non-work
8610,30529648,HOME_RENT,1,2,Never,2,1,1,2,2,2,4,2,2,3,1,0,0,1,1,1,5,21,Daily,0,0,1,0,1,0,57,50 - 60,1,non-work,Not Sure,non-work,4,3,2-Mar,non-work,non-work
8611,30529707,HOME_OWN,4,5,Never,5,5,5,1,1,5,5,5,1,8,1,0,0,10,2,4,6,23,Daily,1,0,1,0,2,1,65,>60,4,non-work,Not Sure,non-work,3,4,3-Apr,non-work,non-work
8612,30529713,HOME_OWN,10,2,Never,4,5,2,1,3,4,4,2,1,28,0.666666667,0,0.333333333,6,1,1,2,21,Daily,0.666666667,<0.5,>0.5,0,>2,1,33.33333333,30 - 40,4,<0.5,>15 miles,>30,2,9.333333333,>5,<0.5,0
8613,30529775,HOME_OWN,5,5,Never,5,5,5,3,2,5,5,5,1,2,1,0,0.5,10,2,4,6,23,Daily,1,>0.5,1,0,2,1,54.5,50 - 60,3,0,5-10 miles,Oct-20,4,1,<=2,0.5,0.5
8614,30529826,HOME_RENT,1,1,Rarely,3,3,5,4,3,1,1,3,1,0,1,0,0,2,2,2,6,23,Rarely,0,0,1,0,2,0,48.5,40 - 50,1,non-work,Not Sure,non-work,4,0,<=2,non-work,non-work
8615,30529872,HOME_OWN,4,1,Rarely,5,5,5,1,1,5,5,5,2,2,1,0,1,1,2,2,6,23,Daily,1,1,1,0,1,1,45,40 - 50,2,1,>15 miles,20 - 30,1,2,<=2,1,1
8616,30529884,HOME_RENT,1,3,Never,5,4,5,1,1,1,5,5,2,7,1,0,0,9,2,1,2,23,Never,1,0,1,0,1,1,76,>60,2,non-work,Not Sure,non-work,3,7,>5,non-work,non-work
8617,30529993,HOME_OWN,8,1,Rarely,5,5,5,2,3,4,4,4,1,8,1,0,1,2,2,1,1,23,Daily,1,1,1,0,2,1,61.5,>60,4,1,<=5 miles,<=10,2,4,3-Apr,1,0.5
8618,30530019,HOME_OWN,6,2,Rarely,5,4,5,2,2,4,4,3,1,16,1,0,0,10,2,4,6,24,Daily,1,0,1,0,2,1,78.5,>60,4,non-work,Not Sure,non-work,3,8,>5,non-work,non-work
8619,30530260,HOME_RENT,3,4,Never,5,5,5,2,2,3,3,3,2,9,1,0,0,9,2,2,6,22,Daily,1,0,1,0,1,1,71,>60,2,non-work,Not Sure,non-work,2,9,>5,non-work,non-work
8620,30530318,HOME_OWN,10,,,-9,-9,-9,2,4,3,3,3,1,7,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,31,30 - 40,5,1,>15 miles,Oct-20,2,3.5,3-Apr,1,0.5
8621,30530367,HOME_OWN,6,2,Never,5,5,5,4,3,2,3,3,1,10,1,0,0,10,2,1,3,23,Rarely,1,0,1,0,2,1,79,>60,4,non-work,Not Sure,non-work,4,5,4-May,non-work,non-work
8622,30530420,HOME_OWN,5,1,Never,5,5,5,1,1,3,3,5,1,12,1,0,0,10,2,4,6,24,Daily,1,0,1,0,2,1,62.5,>60,3,non-work,Not Sure,non-work,4,6,>5,non-work,non-work
8623,30530458,HOME_OWN,6,2,Never,5,5,5,1,4,2,5,5,1,12,1,0,0,10,2,1,1,23,Daily,1,0,1,0,2,1,67.5,>60,5,non-work,Not Sure,non-work,2,6,>5,non-work,non-work
8624,30530542,HOME_OWN,5,2,Never,5,5,5,2,2,4,4,4,2,6,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,50,40 - 50,3,non-work,Not Sure,non-work,2,6,>5,non-work,non-work
8625,30530613,,8,,,-9,-9,-9,,,1,,,1,2,1,0,0.333333333,10,1,1,5,21,Never,0.333333333,<0.5,1,0,>2,1,74,>60,5,<0.5,>15 miles,>30,4,0.666666667,<=2,<0.5,<0.5
8626,30530748,HOME_OWN,11,4,Rarely,5,5,5,2,4,4,3,5,2,4,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,72,>60,5,1,>15 miles,20 - 30,1,4,3-Apr,1,0
8627,30530785,HOME_OWN,7,3,Never,5,5,5,3,3,5,5,5,1,7,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,62,>60,3,0.5,<=5 miles,<=10,3,3.5,3-Apr,1,0.5
8628,30530812,HOME_OWN,5,2,,5,4,5,1,2,4,5,5,1,6,0.666666667,0.333333333,0.666666667,4,2,1,2,23,Daily,0.333333333,>0.5,>0.5,<0.5,>2,1,39,30 - 40,3,<0.5,<=5 miles,20 - 30,2,3,2-Mar,>0.5,<0.5
8629,30530842,HOME_OWN,9,1,Never,5,5,4,3,4,3,5,3,1,12,0.666666667,0.333333333,0.666666667,4,2,1,1,23,Daily,0.666666667,>0.5,>0.5,<0.5,>2,1,31.5,30 - 40,5,<0.5,10 - 15 miles,>30,2,6,>5,>0.5,<0.5
8630,30530883,HOME_OWN,7,2,Never,4,4,5,3,3,3,3,3,1,13,1,0,1,2,2,4,6,22,Daily,1,1,1,0,2,1,60,50 - 60,5,1,>15 miles,>30,3,6.5,>5,1,0.5
8631,30530894,HOME_OWN,3,4,Rarely,-9,-9,-9,5,5,4,3,3,2,9,1,0,1,1,2,4,6,23,Daily,1,1,1,0,1,1,53,50 - 60,4,0,Not Sure,non-work,2,9,>5,0,0
8632,30530905,HOME_OWN,7,2,,-9,-9,-9,3,4,3,3,3,1,6,0.666666667,0,0.666666667,6,1,1,5,21,Daily,0.666666667,>0.5,>0.5,0,>2,1,44,40 - 50,4,>0.5,10 - 15 miles,Oct-20,2,2,<=2,>0.5,<0.5
8633,30530994,HOME_OWN,6,4,Never,5,5,5,2,4,3,5,5,1,4,1,0,1,2,2,4,6,22,Rarely,1,1,1,0,2,1,51,50 - 60,3,1,10 - 15 miles,Oct-20,2,2,<=2,1,0.5
8634,30530999,HOME_RENT,1,1,,-9,-9,-9,,,,,1,2,2,1,0,0,1,2,1,1,23,,0,0,1,0,1,0,55,50 - 60,2,non-work,Not Sure,non-work,3,2,<=2,non-work,non-work
8635,30531012,HOME_OWN,6,1,Rarely,4,5,4,4,4,2,5,5,1,5,1,0,0,10,2,1,3,22,Daily,1,0,1,0,2,1,79,>60,5,non-work,Not Sure,non-work,4,2.5,2-Mar,non-work,non-work
8636,30531078,HOME_OWN,6,5,Never,5,5,5,2,1,5,5,5,1,5,0.333333333,0.666666667,0.333333333,3,2,4,6,23,Daily,0.333333333,<0.5,<0.5,>0.5,>2,1,40,30 - 40,5,<0.5,10 - 15 miles,Oct-20,2,5,4-May,<0.5,0
8637,30531099,HOME_RENT,3,1,Rarely,4,4,4,3,2,2,3,4,1,0,0.5,0,0.5,5,1,1,2,21,Daily,0.5,>0.5,>0.5,0,2,1,19.5,<=30,3,0.5,<=5 miles,Oct-20,2,0,<=2,0.5,0.5
8638,30531123,HOME_OWN,4,5,Never,5,5,5,4,3,5,5,5,2,2,1,0,1,1,2,1,1,23,Daily,1,1,1,0,1,1,30,<=30,4,1,10 - 15 miles,Oct-20,1,2,<=2,1,1
8639,30531175,HOME_RENT,1,1,Rarely,3,2,5,1,1,1,1,2,2,0,1,0,0,1,2,1,2,23,Daily,0,0,1,0,1,0,53,50 - 60,1,non-work,Not Sure,non-work,3,0,<=2,non-work,non-work
8640,30531197,HOME_OWN,6,3,Never,5,5,5,3,2,5,5,5,1,15,0.5,0,0.5,6,2,4,6,24,Daily,0.75,>0.5,>0.5,0,>2,1,28.5,<=30,3,0.5,5-10 miles,<=10,2,3.75,3-Apr,0,<0.5
8641,30531299,HOME_OWN,6,5,Never,5,5,5,1,1,5,5,5,1,2,1,0,1,2,2,4,6,24,Daily,1,1,1,0,2,1,52,50 - 60,2,1,>15 miles,>30,3,1,<=2,1,0.5
8642,30531304,HOME_OWN,5,2,Rarely,5,5,4,2,4,4,4,4,1,6,1,0,0.8,8,2,1,2,23,Daily,0.8,>0.5,1,0,>2,1,46.2,40 - 50,5,0,>15 miles,Oct-20,4,1.2,<=2,>0.5,<0.5
8643,30531351,HOME_RENT,8,1,Never,5,2,4,5,4,4,4,4,1,12,1,0,1,2,2,4,6,23,Daily,1,1,1,0,2,1,56.5,50 - 60,5,0.5,Not Sure,non-work,1,6,>5,0.5,0
